gid,geometry,경도,위도,ratio,cctv개수,가로등개수,경찰서접근성
다사60a23a,"MULTIPOLYGON (((127.0486322740495 37.30510497264218, 127.0486053333684 37.30961181297483, 127.0542476097469 37.30963320008792, 127.0542742137062 37.30512635628769, 127.0486322740495 37.30510497264218)))",127.0514399,37.30736911,0.378672829,0,182,2.676
다사51a22a,"MULTIPOLYGON (((126.9471444389847 37.29566052567984, 126.9471114522562 37.30016730306922, 126.952752935898 37.30019352346835, 126.9527855860825 37.2956867418274, 126.9471444389847 37.29566052567984)))",126.9499486,37.29792705,0.378537106,0,31,2.01
다사58b20a,"MULTIPOLYGON (((127.0318740657949 37.27799815735963, 127.0318461522608 37.28250500777658, 127.0374863912403 37.28252718029217, 127.0375139685062 37.27802032627933, 127.0318740657949 37.27799815735963)))",127.0346801,37.28026269,0.378375192,2,67,1.835
다사63a21b,"MULTIPOLYGON (((127.0825587270253 37.29170863801114, 127.082533823331 37.29621550885935, 127.0881751241561 37.29623527235888, 127.0881996913453 37.29172839830587, 127.0825587270253 37.29170863801114)))",127.0853668,37.29397198,0.378368264,0,39,3.425
다사56a20b,"MULTIPOLYGON (((127.003645052066 37.28239011423485, 127.0036154506253 37.28689694255873, 127.0092559941233 37.28692046254001, 127.0092852592285 37.2824136304019, 127.003645052066 37.28239011423485)))",127.0064504,37.28465531,0.378202345,0,52,1.453
다사55a22a,"MULTIPOLYGON (((126.9922738150387 37.29586272703022, 126.992243520709 37.3003695372114, 126.9978850604 37.30039360644069, 126.9979150181725 37.29588679235673, 126.9922738150387 37.29586272703022)))",126.9950794,37.29812819,0.377990431,0,82,0.728
다사53b22b,"MULTIPOLYGON (((126.9753189423995 37.30029571612862, 126.9752876314393 37.30480251087701, 126.980929487301 37.3048273908368, 126.9809604616339 37.30032059205436, 126.9753189423995 37.30029571612862)))",126.9781241,37.30256157,0.377921882,0,103,1.252
다사54a23b,"MULTIPOLYGON (((126.9808985060726 37.3093341861567, 126.9808675179473 37.31384097801391, 126.9865100541869 37.31386559701459, 126.9865407055334 37.30935880116598, 126.9808985060726 37.3093341861567)))",126.9837042,37.31159991,0.377251419,0,95,0.722
다사57b16b,"MULTIPOLYGON (((127.0207942034958 37.24640501496612, 127.0207656619319 37.25091188226656, 127.0264035361232 37.25093456647326, 127.0264317419452 37.2464276954928, 127.0207942034958 37.24640501496612)))",127.0235988,37.24866981,0.377149877,1,89,2.811
다사52b21b,"MULTIPOLYGON (((126.9640998719775 37.2912315740976, 126.964067902003 37.29573836757456, 126.9697090706761 37.29576377717205, 126.9697407041764 37.2912569795748, 126.9640998719775 37.2912315740976)))",126.9669044,37.2934977,0.376920759,0,42,1.317
다사59a19a,"MULTIPOLYGON (((127.0375691046271 37.26900660788227, 127.0375415396346 37.27351346880931, 127.0431811122886 37.27353536548761, 127.043208341161 37.26902850100909, 127.0375691046271 37.26900660788227)))",127.040375,37.27127101,0.376766856,1,23,1.701
다사59b19a,"MULTIPOLYGON (((127.043208341161 37.26902850100909, 127.0431811122886 37.27353536548761, 127.0488206910036 37.27355699351909, 127.0488475837548 37.26905012553267, 127.043208341161 37.26902850100909)))",127.0460144,37.27129277,0.376723058,0,64,1.062
다사58b19a,"MULTIPOLYGON (((127.0319298742277 37.26898444615309, 127.0319019731167 37.27349130348507, 127.0375415396346 37.27351346880931, 127.0375691046271 37.26900660788227, 127.0319298742277 37.26898444615309)))",127.0347356,37.27124898,0.376512597,1,40,1.161
다사49b19b,"MULTIPOLYGON (((126.9303909103332 37.27304639029154, 126.9303569517964 37.27755317199652, 126.9359967312384 37.27758017716017, 126.9360303536106 37.2730733910754, 126.9303909103332 37.27304639029154)))",126.9331937,37.27531331,0.376351351,0,44,2.168
다사52b15b,"MULTIPOLYGON (((126.9644829571621 37.23714978226322, 126.9644510724601 37.24165661729232, 126.9700882083811 37.24168197747823, 126.9701197575063 37.23717513833462, 126.9644829571621 37.23714978226322)))",126.9672855,37.2394159,0.376098418,1,65,2.864
다사56a22a,"MULTIPOLYGON (((127.0035562279738 37.29591058882604, 127.0035266067599 37.30041740676917, 127.009168159714 37.30044093819586, 127.0091974443676 37.29593411643713, 127.0035562279738 37.29591058882604)))",127.0063621,37.29817578,0.375781607,1,124,0.622
다사53b21a,"MULTIPOLYGON (((126.9754128334746 37.28677531110692, 126.9753815434155 37.29128211624343, 126.9810223896201 37.29130698410248, 126.9810533432765 37.28680017493334, 126.9754128334746 37.28677531110692)))",126.9782175,37.28904117,0.375216138,0,72,1.779
다사59b18a,"MULTIPOLYGON (((127.0432627807282 37.26001476168285, 127.0432355639738 37.26452163307412, 127.0488744705209 37.26454325409021, 127.0489013513036 37.26003637919184, 127.0432627807282 37.26001476168285)))",127.0460685,37.26227903,0.375085371,3,87,1.458
다사53a15b,"MULTIPOLYGON (((126.9701197575063 37.23717513833462, 126.9700882083811 37.24168197747823, 126.9757253513244 37.24170706933476, 126.9757565648711 37.2372002261202, 126.9701197575063 37.23717513833462)))",126.9729225,37.23944113,0.375,0,104,2.415
다사58b16a,"MULTIPOLYGON (((127.0320971505482 37.24194322956325, 127.0320692866715 37.24645010763673, 127.0377068375999 37.24647225139701, 127.0377343658065 37.24196536973101, 127.0320971505482 37.24194322956325)))",127.0349019,37.24420776,0.374729242,1,61,1.842
다사52b16a,"MULTIPOLYGON (((126.9644510724601 37.24165661729232, 126.9644191806613 37.2461634488596, 126.9700566522338 37.24618881316048, 126.9700882083811 37.24168197747823, 126.9644510724601 37.24165661729232)))",126.9672538,37.24392274,0.374516589,1,103,2.507
다사51a17b,"MULTIPOLYGON (((126.9474409893779 37.25509937326179, 126.9474080686615 37.25960618183205, 126.9530465261017 37.25963236398506, 126.9530791109476 37.25512555116772, 126.9474409893779 37.25509937326179)))",126.9502437,37.25736589,0.374358974,0,12,3.048
다사60a19a,"MULTIPOLYGON (((127.0488475837548 37.26905012553267, 127.0488206910036 37.27355699351909, 127.0544602757051 37.27357835290286, 127.0544868323334 37.26907148145209, 127.0488475837548 37.26905012553267)))",127.0516538,37.27131426,0.373833306,3,76,0.486
다사61a16a,"MULTIPOLYGON (((127.0602832873526 37.24205124698269, 127.0602571018401 37.24655814258337, 127.0658946826583 37.24657894441184, 127.0659205324938 37.24207204543636, 127.0602832873526 37.24205124698269)))",127.0630889,37.24431512,0.373599701,0,70,1.519
다사59a18a,"MULTIPOLYGON (((127.0376242162098 37.25999287565772, 127.037596663485 37.26449974349836, 127.0432355639738 37.26452163307412, 127.0432627807282 37.26001476168285, 127.0376242162098 37.25999287565772)))",127.0404298,37.26225728,0.373408624,1,26,1.143
다사56b16a,"MULTIPOLYGON (((127.0095483522682 37.24185198550027, 127.0095191457261 37.2463588487683, 127.0151566713978 37.24638206605763, 127.0151855422758 37.24187519902294, 127.0095483522682 37.24185198550027)))",127.0123524,37.24411705,0.372972973,0,22,0.366
다사59a16a,"MULTIPOLYGON (((127.0377343658065 37.24196536973101, 127.0377068375999 37.24647225139701, 127.0433443946556 37.24649412677271, 127.0433715871909 37.24198724155773, 127.0377343658065 37.24196536973101)))",127.0405393,37.24422977,0.372932745,0,73,1.735
다사51b19a,"MULTIPOLYGON (((126.9529813346492 37.26864597922929, 126.9529487280391 37.27315278165588, 126.958588200798 37.27317870792205, 126.9586204713114 37.26867190129045, 126.9529813346492 37.26864597922929)))",126.9557847,37.27091236,0.37291095,1,126,0.829
다사58a18b,"MULTIPOLYGON (((127.0263188809816 37.26445515867137, 127.0262906500376 37.26896201582247, 127.0319298742277 37.26898444615309, 127.0319577691293 37.2644775853638, 127.0263188809816 37.26445515867137)))",127.0291243,37.26671982,0.37265625,0,40,1.09
다사61a21b,"MULTIPOLYGON (((127.0599949259205 37.29162690856875, 127.0599686762191 37.29613376616183, 127.065609954419 37.29615460513945, 127.0656358676206 37.29164774416718, 127.0599949259205 37.29162690856875)))",127.0628024,37.29389078,0.372587633,0,2,3.865
다사53a18b,"MULTIPOLYGON (((126.9699303573893 37.26421612127286, 126.9698987661061 37.26872293964604, 126.975537924089 37.26874805593837, 126.9755691793453 37.26424123349137, 126.9699303573893 37.26421612127286)))",126.9727341,37.26648211,0.372387239,0,55,1.563
다사58a15a,"MULTIPOLYGON (((127.0265163217564 37.23290706181023, 127.0264881347604 37.23741394316114, 127.0321250082242 37.23743634803338, 127.032152859701 37.23292946304727, 127.0265163217564 37.23290706181023)))",127.0293206,37.23517173,0.372232064,0,53,2.135
다사58a16a,"MULTIPOLYGON (((127.0264599414905 37.24192082105537, 127.0264317419452 37.2464276954928, 127.0320692866715 37.24645010763673, 127.0320971505482 37.24194322956325, 127.0264599414905 37.24192082105537)))",127.0292645,37.24418549,0.371797542,0,70,1.547
다사54b21a,"MULTIPOLYGON (((126.9866938599675 37.28682476999275, 126.9866632427152 37.29133158315093, 126.992304102626 37.29135591338773, 126.9923343834725 37.2868490962841, 126.9866938599675 37.28682476999275)))",126.9894989,37.28909036,0.371775417,1,85,1.146
다사57b17b,"MULTIPOLYGON (((127.0207371140151 37.25541874610946, 127.0207085597438 37.25992560649465, 127.0263471056428 37.25994829806271, 127.0263753240229 37.25544143399662, 127.0207371140151 37.25541874610946)))",127.023542,37.25768354,0.371657754,1,83,0.8
다사59a15b,"MULTIPOLYGON (((127.0377618878872 37.23745848460905, 127.0377343658065 37.24196536973101, 127.0433715871909 37.24198724155773, 127.0433987736748 37.23748035288719, 127.0377618878872 37.23745848460905)))",127.0405667,37.23972288,0.37159254,0,38,2.761
다사53a24b,"MULTIPOLYGON (((126.9695507975124 37.31829771320747, 126.9695191217356 37.32280449002333, 126.975162317879 37.32282965523891, 126.9751936567303 37.31832287434349, 126.9695507975124 37.31829771320747)))",126.9723565,37.32056371,0.371428571,0,,2.258
다사50a21b,"MULTIPOLYGON (((126.9358958192086 37.29110051462054, 126.9358621668886 37.29560728684216, 126.9415032992284 37.29563404068439, 126.9415366150828 37.29112726412451, 126.9358958192086 37.29110051462054)))",126.9386995,37.2933673,0.371196283,0,79,0.801
다사56b23a,"MULTIPOLYGON (((127.0091388685413 37.30494775649449, 127.0091095708478 37.30945457133289, 127.0147518036693 37.30947784140211, 127.0147807646512 37.30497102279085, 127.0091388685413 37.30494775649449)))",127.0119453,37.30721282,0.371164937,2,66,1.921
다사59a19b,"MULTIPOLYGON (((127.0375415396346 37.27351346880931, 127.0375139685062 37.27802032627933, 127.0431538773549 37.27804222650952, 127.0431811122886 37.27353536548761, 127.0375415396346 37.27351346880931)))",127.0403476,37.27577787,0.370929776,2,60,1.237
다사55b21a,"MULTIPOLYGON (((126.9979749137167 37.28687315380643, 126.9979449692776 37.29137997481192, 127.003585842595 37.29140376742249, 127.0036154506253 37.28689694255873, 126.9979749137167 37.28687315380643)))",127.0007803,37.28913848,0.370573703,4,70,1.358
다사55b22a,"MULTIPOLYGON (((126.9979150181725 37.29588679235673, 126.9978850604 37.30039360644069, 127.0035266067599 37.30041740676917, 127.0035562279738 37.29591058882604, 126.9979150181725 37.29588679235673)))",127.0007207,37.29815212,0.370532458,2,72,1.019
다사51a18b,"MULTIPOLYGON (((126.9473751406172 37.26411298693841, 126.9473422052434 37.26861978858065, 126.9529813346492 37.26864597922929, 126.9530139340029 37.26413917333898, 126.9473751406172 37.26411298693841)))",126.9501782,37.2663795,0.370474847,1,71,1.533
다사50a21a,"MULTIPOLYGON (((126.9359294640391 37.28659373893289, 126.9358958192086 37.29110051462054, 126.9415366150828 37.29112726412451, 126.9415699235225 37.28662048409914, 126.9359294640391 37.28659373893289)))",126.938733,37.28886052,0.370328426,1,31,1.199
다사52b23a,"MULTIPOLYGON (((126.9640039407019 37.30475194413733, 126.9639719493719 37.30925872722283, 126.9696141279169 37.30928414918408, 126.969645782548 37.30477736197684, 126.9640039407019 37.30475194413733)))",126.966809,37.30701807,0.370170516,0,40,1.543
다사52a16b,"MULTIPOLYGON (((126.9587817161874 37.24613781618688, 126.9587494815655 37.25064464013316, 126.9643872817639 37.25067027696488, 126.9644191806613 37.2461634488596, 126.9587817161874 37.24613781618688)))",126.9615844,37.24840407,0.370056497,0,18,2.771
다사54b20b,"MULTIPOLYGON (((126.9867244704057 37.2823179533731, 126.9866938599675 37.28682476999275, 126.9923343834725 37.2868490962841, 126.9923646575798 37.28234227571947, 126.9867244704057 37.2823179533731)))",126.9895293,37.28458355,0.369858156,1,98,0.655
다사51b17b,"MULTIPOLYGON (((126.9530791109476 37.25512555116772, 126.9530465261017 37.25963236398506, 126.9586849907951 37.25965827763768, 126.9587172397686 37.25515146061682, 126.9530791109476 37.25512555116772)))",126.955882,37.25739194,0.369733925,0,64,2.348
다사60b15b,"MULTIPOLYGON (((127.0546725633248 37.23752328454741, 127.0546460480386 37.24203018018445, 127.0602832873526 37.24205124698269, 127.0603094670379 37.23754434792769, 127.0546725633248 37.23752328454741)))",127.0574778,37.23978729,0.369599683,2,102,0.52
다사58a17b,"MULTIPOLYGON (((127.0263753240229 37.25544143399662, 127.0263471056428 37.25994829806271, 127.0319856578231 37.25997072111738, 127.0320135403104 37.25546385341395, 127.0263753240229 37.25544143399662)))",127.0291804,37.2577061,0.369590373,3,80,0.766
다사51a19a,"MULTIPOLYGON (((126.9473422052434 37.26861978858065, 126.9473092625384 37.27312658675866, 126.9529487280391 37.27315278165588, 126.9529813346492 37.26864597922929, 126.9473422052434 37.26861978858065)))",126.9501454,37.27088631,0.369312774,0,23,13.435
다사60b20a,"MULTIPOLYGON (((127.0544337131652 37.27808522089782, 127.0544071447124 37.28259208543686, 127.0600474077982 37.28261318301475, 127.0600736399772 37.27810631505416, 127.0544337131652 37.27808522089782)))",127.0572405,37.28034922,0.369113077,0,16,2.434
다사55a18b,"MULTIPOLYGON (((126.9924856866483 37.26431495885399, 126.9924554394821 37.2688217932611, 126.9980946248454 37.26884583518055, 126.9981245359784 37.26433899687385, 126.9924856866483 37.26431495885399)))",126.9952901,37.26658042,0.368974359,0,98,1.267
다사58b23b,"MULTIPOLYGON (((127.0316785405179 37.30954603766033, 127.0316505834574 37.31405286386989, 127.0372931784109 37.31407506156854, 127.0373207986789 37.30956823176013, 127.0316785405179 37.30954603766033)))",127.0344858,37.31181057,0.368421053,0,21,11.13
다사57a22b,"MULTIPOLYGON (((127.0148097191873 37.30046420071978, 127.0147807646512 37.30497102279085, 127.0204226672069 37.30499402013986, 127.0204512851048 37.30048719433998, 127.0148097191873 37.30046420071978)))",127.0176161,37.30272913,0.368261912,3,55,1.763
다사52a16a,"MULTIPOLYGON (((126.9588139436361 37.2416309887781, 126.9587817161874 37.24613781618688, 126.9644191806613 37.2461634488596, 126.9644510724601 37.24165661729232, 126.9588139436361 37.2416309887781)))",126.9616165,37.24389724,0.367882714,0,74,3.032
다사55b18a,"MULTIPOLYGON (((126.9981544404548 37.2598321551074, 126.9981245359784 37.26433899687385, 127.003763391965 37.26436276634158, 127.0037929604814 37.25985592071955, 126.9981544404548 37.2598321551074)))",127.0009588,37.26209748,0.367875648,0,150,1.636
다사52a15b,"MULTIPOLYGON (((126.9588461639131 37.23712415790702, 126.9588139436361 37.2416309887781, 126.9644510724601 37.24165661729232, 126.9644829571621 37.23714978226322, 126.9588461639131 37.23712415790702)))",126.9616485,37.23939041,0.367697595,0,52,4.048
다사58b19b,"MULTIPOLYGON (((127.0319019731167 37.27349130348507, 127.0318740657949 37.27799815735963, 127.0375139685062 37.27802032627933, 127.0375415396346 37.27351346880931, 127.0319019731167 37.27349130348507)))",127.0347079,37.27575584,0.367575933,0,59,0.416
다사61b20a,"MULTIPOLYGON (((127.0657135726272 37.27812714051743, 127.0656876767234 37.28263401185603, 127.0713279514132 37.28265457195982, 127.0713535110405 37.27814769728682, 127.0657135726272 37.27812714051743)))",127.0685207,37.28039088,0.367390154,0,66,1.521
다사50a19b,"MULTIPOLYGON (((126.9360303536106 37.2730733910754, 126.9359967312384 37.27758017716017, 126.9416365181646 37.27760691365246, 126.9416698043706 37.27310012323147, 126.9360303536106 37.2730733910754)))",126.9388334,37.27534017,0.367164616,0,72,2.161
다사52b22a,"MULTIPOLYGON (((126.964067902003 37.29573836757456, 126.9640359249117 37.30024515758785, 126.9696774301338 37.30027057130611, 126.9697090706761 37.29576377717205, 126.964067902003 37.29573836757456)))",126.9668726,37.29800449,0.366733467,1,16,0.594
다사51b18b,"MULTIPOLYGON (((126.9530139340029 37.26413917333898, 126.9529813346492 37.26864597922929, 126.9586204713114 37.26867190129045, 126.9586527346433 37.26416509119561, 126.9530139340029 37.26413917333898)))",126.9558171,37.26640556,0.366632338,3,112,1.384
다사62a16b,"MULTIPOLYGON (((127.0715322692303 37.24659947785134, 127.071506749394 37.25110637670441, 127.0771446773995 37.25112664504223, 127.0771698614815 37.24661974290104, 127.0715322692303 37.24659947785134)))",127.0743384,37.24886308,0.366581415,4,91,1.362
다사53a20b,"MULTIPOLYGON (((126.9698039500577 37.28224337399134, 126.9697723306363 37.2867501785145, 126.9754128334746 37.28677531110692, 126.9754441165698 37.282268502508, 126.9698039500577 37.28224337399134)))",126.9726083,37.28450936,0.366399325,2,63,1.228
다사51a19b,"MULTIPOLYGON (((126.9473092625384 37.27312658675866, 126.9472763125004 37.27763338147228, 126.9529161141709 37.27765958061858, 126.9529487280391 37.27315278165588, 126.9473092625384 37.27312658675866)))",126.9501126,37.27539311,0.36569873,0,89,3.617
다사54b22b,"MULTIPOLYGON (((126.986601987762 37.30034519908228, 126.986571350058 37.30485200185517, 126.9922132196355 37.30487634393113, 126.992243520709 37.3003695372114, 126.986601987762 37.30034519908228)))",126.9894075,37.30261079,0.365404654,2,42,1.124
다사60b19a,"MULTIPOLYGON (((127.0544868323334 37.26907148145209, 127.0544602757051 37.27357835290286, 127.0600998663181 37.27359944363801, 127.0601260868223 37.2690925687665, 127.0544868323334 37.26907148145209)))",127.0572933,37.27133548,0.365375854,0,86,1.119
다사50a19a,"MULTIPOLYGON (((126.9360639685004 37.26856660152522, 126.9360303536106 37.2730733910754, 126.9416698043706 37.27310012323147, 126.9417030831689 37.26859332934559, 126.9360639685004 37.26856660152522)))",126.9388668,37.27083338,0.364967293,0,58,1.854
다사62a20a,"MULTIPOLYGON (((127.0713535110405 37.27814769728682, 127.0713279514132 37.28265457195982, 127.0769682317928 37.28267486332528, 127.0769934551422 37.27816798536146, 127.0713535110405 37.27814769728682)))",127.0741608,37.2804113,0.364963504,0,12,
다사55a22b,"MULTIPOLYGON (((126.992243520709 37.3003695372114, 126.9922132196355 37.30487634393113, 126.9978550959584 37.30490041706366, 126.9978850604 37.30039360644069, 126.992243520709 37.3003695372114)))",126.9950492,37.302635,0.364951255,0,55,0.995
다사63a22a,"MULTIPOLYGON (((127.082533823331 37.29621550885935, 127.0825089140928 37.30072237625298, 127.0881505514979 37.30074214295768, 127.0881751241561 37.29623527235888, 127.082533823331 37.29621550885935)))",127.0853421,37.29847885,0.36459431,0,5,
다사57a17a,"MULTIPOLYGON (((127.0151277940937 37.25088892963451, 127.0150989103618 37.25539578975339, 127.0207371140151 37.25541874610946, 127.0207656619319 37.25091188226656, 127.0151277940937 37.25088892963451)))",127.0179324,37.25315386,0.364152618,3,85,1.472
다사56a18a,"MULTIPOLYGON (((127.0037929604814 37.25985592071955, 127.003763391965 37.26436276634158, 127.0094022545334 37.26438626725614, 127.0094314870883 37.25987941782212, 127.0037929604814 37.25985592071955)))",127.0065975,37.26212112,0.36411059,1,120,1.337
다사57a16b,"MULTIPOLYGON (((127.0151566713978 37.24638206605763, 127.0151277940937 37.25088892963451, 127.0207656619319 37.25091188226656, 127.0207942034958 37.24640501496612, 127.0151566713978 37.24638206605763)))",127.0179611,37.248647,0.363707165,3,108,1.169
다사52a22a,"MULTIPOLYGON (((126.9584267404469 37.29571268912601, 126.9583944268082 37.30021947497492, 126.9640359249117 37.30024515758785, 126.964067902003 37.29573836757456, 126.9584267404469 37.29571268912601)))",126.9612312,37.29797894,0.363681346,0,35,2.154
다사53b16b,"MULTIPOLYGON (((126.9756941308301 37.24621390908845, 126.9756629033867 37.25072074538111, 126.9813007246617 37.25074557696352, 126.9813316163757 37.24623873664249, 126.9756941308301 37.24621390908845)))",126.9784973,37.24847976,0.363636364,2,63,0.918
다사53b21b,"MULTIPOLYGON (((126.9753815434155 37.29128211624343, 126.975350246391 37.29578891791738, 126.980991429073 37.29581378980954, 126.9810223896201 37.29130698410248, 126.9753815434155 37.29128211624343)))",126.9781864,37.29354797,0.36338376,0,40,1.888
다사53b22a,"MULTIPOLYGON (((126.975350246391 37.29578891791738, 126.9753189423995 37.30029571612862, 126.9809604616339 37.30032059205436, 126.980991429073 37.29581378980954, 126.975350246391 37.29578891791738)))",126.9781553,37.29805478,0.363045651,1,129,1.954
다사59b16a,"MULTIPOLYGON (((127.0433715871909 37.24198724155773, 127.0433443946556 37.24649412677271, 127.0489819577641 37.24651573376292, 127.0490088146264 37.24200884504251, 127.0433715871909 37.24198724155773)))",127.0461767,37.24425151,0.363002627,0,98,1.317
다사59b23a,"MULTIPOLYGON (((127.0429903403889 37.30508332004382, 127.0429630629874 37.30959015686527, 127.0486053333684 37.30961181297483, 127.0486322740495 37.30510497264218, 127.0429903403889 37.30508332004382)))",127.0457978,37.30734759,0.362978837,0,269,2.486
다사51a20a,"MULTIPOLYGON (((126.9472763125004 37.27763338147228, 126.9472433551278 37.28214017272137, 126.9528834930428 37.28216637611725, 126.9529161141709 37.27765958061858, 126.9472763125004 37.27763338147228)))",126.9500798,37.2798999,0.362804878,0,11,12.482
다사56a20a,"MULTIPOLYGON (((127.0036746469188 37.27788328245106, 127.003645052066 37.28239011423485, 127.0092852592285 37.2824136304019, 127.0093145178206 37.27790679480432, 127.0036746469188 37.27788328245106)))",127.0064799,37.28014848,0.362634088,2,36,1.078
다사51a18a,"MULTIPOLYGON (((126.9474080686615 37.25960618183205, 126.9473751406172 37.26411298693841, 126.9530139340029 37.26413917333898, 126.9530465261017 37.25963236398506, 126.9474080686615 37.25960618183205)))",126.9502109,37.2618727,0.362632085,0,50,2.37
다사57a18a,"MULTIPOLYGON (((127.0150700202007 37.25990264641415, 127.0150411236088 37.2644094996166, 127.0206799991165 37.26443246342199, 127.0207085597438 37.25992560649465, 127.0150700202007 37.25990264641415)))",127.0178749,37.26216758,0.362218713,3,48,1.054
다사53a23a,"MULTIPOLYGON (((126.969645782548 37.30477736197684, 126.9696141279169 37.30928414918408, 126.9752563135088 37.30930930216238, 126.9752876314393 37.30480251087701, 126.969645782548 37.30477736197684)))",126.972451,37.30704335,0.362204724,0,74,1.07
다사62a21b,"MULTIPOLYGON (((127.0712768150881 37.29166831094096, 127.0712512383876 37.2961751752488, 127.0768925280499 37.29619547648905, 127.0769177682479 37.29168860888922, 127.0712768150881 37.29166831094096)))",127.0740846,37.29393192,0.362041467,0,35,9.597
다사57b18b,"MULTIPOLYGON (((127.0206799991165 37.26443246342199, 127.0206514321317 37.26893931689133, 127.0262906500376 37.26896201582247, 127.0263188809816 37.26445515867137, 127.0206799991165 37.26443246342199)))",127.0234852,37.26669726,0.361568248,1,61,1.218
다사62a18b,"MULTIPOLYGON (((127.0714301557972 37.26462705253996, 127.0714046132312 37.26913393757674, 127.0770438850016 37.2691542190709, 127.0770690915142 37.26464733074445, 127.0714301557972 37.26462705253996)))",127.0742369,37.26689066,0.361290323,0,12,
다사57a17b,"MULTIPOLYGON (((127.0150989103618 37.25539578975339, 127.0150700202007 37.25990264641415, 127.0207085597438 37.25992560649465, 127.0207371140151 37.25541874610946, 127.0150989103618 37.25539578975339)))",127.0179037,37.25766072,0.361223898,1,48,1.231
다사58b20b,"MULTIPOLYGON (((127.0318461522608 37.28250500777658, 127.0318182325131 37.28701185473579, 127.0374588078356 37.28703403084769, 127.0374863912403 37.28252718029217, 127.0318461522608 37.28250500777658)))",127.0346524,37.28476954,0.360835243,1,54,1.398
다사61a19a,"MULTIPOLYGON (((127.0601260868223 37.2690925687665, 127.0600998663181 37.27359944363801, 127.0657394627678 37.27362026572371, 127.0657653471464 37.269113387475, 127.0601260868223 37.2690925687665)))",127.0629327,37.27135644,0.360512129,0,81,1.181
다사61b15b,"MULTIPOLYGON (((127.0659463765768 37.23756514300694, 127.0659205324938 37.24207204543636, 127.0715577833875 37.24209257554458, 127.0715832918669 37.23758566978427, 127.0659463765768 37.23756514300694)))",127.068752,37.23982888,0.360485269,0,1,
다사55a19b,"MULTIPOLYGON (((126.992425185583 37.27332862420781, 126.9923949249494 37.277835451694, 126.9980347826035 37.27785950141396, 126.9980647070543 37.27335267002729, 126.992425185583 37.27332862420781)))",126.9952299,37.27559408,0.3603041,0,56,1.328
다사53b20a,"MULTIPOLYGON (((126.9754753927028 37.27776169044684, 126.9754441165698 37.282268502508, 126.9810842900441 37.28229336230227, 126.9811152299243 37.27778654620942, 126.9754753927028 37.27776169044684)))",126.9782798,37.28002755,0.36,2,34,1.298
다사52a18b,"MULTIPOLYGON (((126.9586527346433 37.26416509119561, 126.9586204713114 37.26867190129045, 126.9642596151553 37.26869755476304, 126.9642915424637 37.26419074050726, 126.9586527346433 37.26416509119561)))",126.9614561,37.26643134,0.359445407,0,85,1.569
다사53a19a,"MULTIPOLYGON (((126.9698987661061 37.26872293964604, 126.9698671677909 37.27322975455694, 126.9755066618754 37.27325487492357, 126.975537924089 37.26874805593837, 126.9698987661061 37.26872293964604)))",126.9727026,37.27098893,0.359053182,0,77,1.345
다사55b19b,"MULTIPOLYGON (((126.9980647070543 37.27335267002729, 126.9980347826035 37.27785950141396, 127.0036746469188 37.27788328245106, 127.0037042351852 37.27337644720748, 126.9980647070543 37.27335267002729)))",127.0008696,37.275618,0.358986673,0,30,0.408
다사57a16a,"MULTIPOLYGON (((127.0151855422758 37.24187519902294, 127.0151566713978 37.24638206605763, 127.0207942034958 37.24640501496612, 127.0208227387081 37.2418981442083, 127.0151855422758 37.24187519902294)))",127.0179898,37.24414013,0.358893053,0,78,1.667
다사58a20a,"MULTIPOLYGON (((127.0262341692958 37.27797571975135, 127.0262059194951 37.28248256652883, 127.0318461522608 37.28250500777658, 127.0318740657949 37.27799815735963, 127.0262341692958 37.27797571975135)))",127.0290401,37.28024039,0.358532934,1,67,0.217
다사55a20a,"MULTIPOLYGON (((126.9923949249494 37.277835451694, 126.9923646575798 37.28234227571947, 126.9980048514915 37.2823663293404, 126.9980347826035 37.27785950141396, 126.9923949249494 37.277835451694)))",126.9951998,37.28010091,0.358482926,0,49,0.945
다사51b22a,"MULTIPOLYGON (((126.9527855860825 37.2956867418274, 126.952752935898 37.30019352346835, 126.9583944268082 37.30021947497492, 126.9584267404469 37.29571268912601, 126.9527855860825 37.2956867418274)))",126.9555899,37.29795313,0.357920194,0,74,1.857
다사56b22b,"MULTIPOLYGON (((127.009168159714 37.30044093819586, 127.0091388685413 37.30494775649449, 127.0147807646512 37.30497102279085, 127.0148097191873 37.30046420071978, 127.009168159714 37.30044093819586)))",127.0119744,37.302706,0.357752341,1,62,1.321
다사55b22b,"MULTIPOLYGON (((126.9978850604 37.30039360644069, 126.9978550959584 37.30490041706366, 127.003496978952 37.30492422125178, 127.0035266067599 37.30041740676917, 126.9978850604 37.30039360644069)))",127.0006909,37.30265894,0.356403431,0,36,1.257
다사56b19b,"MULTIPOLYGON (((127.0093437699011 37.27339995574739, 127.0093145178206 37.27790679480432, 127.0149543952338 37.27793003847275, 127.0149833111269 37.27342319564606, 127.0093437699011 37.27339995574739)))",127.012149,37.27566502,0.356097561,0,16,1.254
다사58a21a,"MULTIPOLYGON (((127.0261776634057 37.28698940984814, 127.0261494010264 37.29149624970912, 127.0317903065502 37.29151869823709, 127.0318182325131 37.28701185473579, 127.0261776634057 37.28698940984814)))",127.0289839,37.28925408,0.355590801,1,40,0.982
