,관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치연월,관리기관전화번호,위도,경도,데이터기준일자,제공기관코드,제공기관명
7957,경기도 수원시,경기도 수원시 팔달구 덕영대로735번길 65,,어린이보호,3,200.0,360도전방면,30.0,2018-06,031-228-3304,37.2837049,126.9948419,2020-07-31,3740000,경기도 수원시
7958,경기도 수원시,경기도 수원시 팔달구 화양로 56,,어린이보호,4,200.0,360도전방면,30.0,2018-06,031-228-3304,37.282849,126.9962853,2020-07-31,3740000,경기도 수원시
7959,경기도 수원시,경기도 수원시 팔달구 수성로258번길 70,,어린이보호,2,200.0,360도전방면,30.0,2018-06,031-228-3304,37.2869308,127.0031187,2020-07-31,3740000,경기도 수원시
7961,경기도 수원시,경기도 수원시 팔달구 덕영대로697번길 16,,어린이보호,4,200.0,360도전방면,30.0,2018-06,031-228-3304,37.2844884,126.9911206,2020-07-31,3740000,경기도 수원시
7963,경기도 수원시,경기도 수원시 팔달구 권광로367번길 29,,어린이보호,4,200.0,360도전방면,30.0,2018-06,031-228-3304,37.2787629,127.0358067,2020-07-31,3740000,경기도 수원시
7964,경기도 수원시,경기도 수원시 팔달구 권광로 367,,어린이보호,4,200.0,360도전방면,30.0,2018-06,031-228-3304,37.2796006,127.0369459,2020-07-31,3740000,경기도 수원시
7965,경기도 수원시,경기도 수원시 팔달구 권광로 260,경기도 수원시 팔달구 인계동 361-2,어린이보호,4,200.0,360도전방면,30.0,2018-06,031-228-3304,37.2704015,127.0354987,2020-07-31,3740000,경기도 수원시
7967,경기도 수원시,경기도 수원시 장안구 율전로 113,경기도 수원시 장안구 율전동 303-1,어린이보호,1,200.0,360도전방면,30.0,2011-03,031-228-3304,37.3000361,126.9696997,2020-07-31,3740000,경기도 수원시
7968,경기도 수원시,경기도 수원시 장안구 율전로 113,경기도 수원시 장안구 율전동 304-8,어린이보호,1,200.0,360도전방면,30.0,2011-03,031-228-3304,37.2989817,126.9691701,2020-07-31,3740000,경기도 수원시
7969,경기도 수원시,경기도 수원시 장안구 송원로41번길 34,경기도 수원시 장안구 송죽동 502,어린이보호,1,200.0,360도전방면,30.0,2011-03,031-228-3304,37.3004822,127.0062317,2020-07-31,3740000,경기도 수원시
7970,경기도 수원시,경기도 수원시 장안구 정조로1060번길 26,경기도 수원시 장안구 송죽동 501-20,어린이보호,1,200.0,360도전방면,30.0,2011-03,031-228-3304,37.3012931,127.0063671,2020-07-31,3740000,경기도 수원시
7971,경기도 수원시,경기도 수원시 장안구 덕영대로417번길 98,경기도 수원시 장안구 율전동 148-1,어린이보호,1,200.0,360도전방면,30.0,2011-03,031-228-3304,37.303595,126.9694838,2020-07-31,3740000,경기도 수원시
9981,경기도 수원시,경기도 수원시 영통구 영통로 438,,어린이보호,1,200.0,360도전방면,30.0,2010-08,031-228-3304,37.2587706,127.0735839,2020-07-31,3740000,경기도 수원시
9982,경기도 수원시,경기도 수원시 영통구 영통로 319,경기도 수원시 영통구 영통동 963-5,어린이보호,1,200.0,360도전방면,30.0,2010-08,031-228-3304,37.2550727,127.0639992,2020-07-31,3740000,경기도 수원시
9983,경기도 수원시,경기도 수원시 영통구 영통로 328,경기도 수원시 영통구 영통동 963-7,어린이보호,1,200.0,360도전방면,30.0,2010-08,031-228-3304,37.2544333,127.0644361925,2020-07-31,3740000,경기도 수원시
9984,경기도 수원시,경기도 수원시 영통구 영통로 266,,어린이보호,1,200.0,360도전방면,30.0,2010-08,031-228-3304,37.2499118,127.060005,2020-07-31,3740000,경기도 수원시
9985,경기도 수원시,경기도 수원시 영통구 덕영대로1555번길 59,,어린이보호,1,200.0,360도전방면,30.0,2010-08,031-228-3304,37.2487938,127.0613905,2020-07-31,3740000,경기도 수원시
9986,경기도 수원시,경기도 수원시 영통구 중부대로448번길 57,경기도 수원시 영통구 원천동 235-7,어린이보호,1,200.0,360도전방면,30.0,2010-08,031-228-3304,37.267373,127.0614725,2020-07-31,3740000,경기도 수원시
9987,경기도 수원시,경기도 수원시 영통구 매영로 132,경기도 수원시 영통구 매탄동 1230-4,어린이보호,3,200.0,360도전방면,30.0,2017-12,031-228-3304,37.2665731,127.057278,2020-07-31,3740000,경기도 수원시
11971,경기도 수원시,경기도 수원시 영통구 청명로 65,경기도 수원시 영통구 영통동 1045-7,어린이보호,1,200.0,360도전방면,30.0,2010-08,031-228-3304,37.2530453,127.0796653,2020-07-31,3740000,경기도 수원시
11972,경기도 수원시,경기도 수원시 영통구 영통로 451,,어린이보호,1,200.0,360도전방면,30.0,2010-08,031-228-3304,37.2602386,127.0747238,2020-07-31,3740000,경기도 수원시
11973,경기도 수원시,경기도 수원시 영통구 영통로 445,,어린이보호,1,200.0,360도전방면,30.0,2010-08,031-228-3304,37.2599328,127.073833,2020-07-31,3740000,경기도 수원시
13885,경기도 수원시,경기도 수원시 장안구 송정로 45,경기도 수원시 장안구 송죽동 402-6,어린이보호,1,200.0,360도전방면,30.0,2010-08,031-228-3304,37.2962023,127.0018669,2020-07-31,3740000,경기도 수원시
13886,경기도 수원시,경기도 수원시 장안구 대평로52번길 21,,어린이보호,1,200.0,360도전방면,30.0,2010-08,031-228-3304,37.2939045,126.9949197,2020-07-31,3740000,경기도 수원시
13887,경기도 수원시,경기도 수원시 장안구 대평로52번길 21,,어린이보호,1,200.0,360도전방면,30.0,2010-08,031-228-3304,37.2937333,126.9959799,2020-07-31,3740000,경기도 수원시
13888,경기도 수원시,경기도 수원시 장안구 천천로21번길 11,,어린이보호,1,200.0,360도전방면,30.0,2010-08,031-228-3304,37.2931198,126.9868111,2020-07-31,3740000,경기도 수원시
13889,경기도 수원시,경기도 수원시 장안구 천천로21번길 11,,어린이보호,1,200.0,360도전방면,30.0,2010-08,031-228-3304,37.2931198,126.9868111,2020-07-31,3740000,경기도 수원시
13890,경기도 수원시,경기도 수원시 장안구 수일로 150,,어린이보호,1,200.0,360도전방면,30.0,2010-08,031-228-3304,37.3068704,127.0078676,2020-07-31,3740000,경기도 수원시
13891,경기도 수원시,경기도 수원시 장안구 팔달로 241,경기도 수원시 장안구 영화동 435-6,차량방범,1,700.0,360도전방면,30.0,2017-05,031-228-3304,37.2880117,127.0115314,2020-07-31,3740000,경기도 수원시
13896,경기도 수원시,경기도 수원시 영통구 청명북로 66,경기도 수원시 영통구 영통동 195-25,생활방범,1,200.0,360도전방면,30.0,2019-05,031-228-3304,37.2570992,127.0807741,2020-07-31,3740000,경기도 수원시
13900,경기도 수원시,경기도 수원시 권선구 권선로766번길 9,경기도 수원시 권선구 권선동 1167-13,생활방범,2,130.0,360도전방면,30.0,2017-05,031-228-3304,37.2564087,127.0345909,2020-07-31,3740000,경기도 수원시
13901,경기도 수원시,경기도 수원시 영통구 봉영로1492번길 14,경기도 수원시 영통구 영통동 984-12,생활방범,4,130.0,360도전방면,30.0,2011-08,031-228-3304,37.2457094,127.0669445,2020-07-31,3740000,경기도 수원시
13902,경기도 수원시,경기도 수원시 영통구 인계로292번길 42-3,경기도 수원시 영통구 매탄동 1257-6,생활방범,4,130.0,360도전방면,30.0,2011-08,031-228-3304,37.2611527,127.0482783,2020-07-31,3740000,경기도 수원시
13903,경기도 수원시,경기도 수원시 권선구 세지로12번길 45,경기도 수원시 권선구 세류동 1106,생활방범,1,200.0,360도전방면,30.0,2017-01,031-228-3304,37.2526818,127.0173661,2020-07-31,3740000,경기도 수원시
13904,경기도 수원시,경기도 수원시 장안구 광교산로 172,,생활방범,1,130.0,360도전방면,30.0,2011-08,031-228-3304,37.3023167,127.0321626,2020-07-31,3740000,경기도 수원시
13906,경기도 수원시,경기도 수원시 장안구 정조로1051번길 29,경기도 수원시 장안구 송죽동 386-1,생활방범,1,130.0,360도전방면,30.0,2011-08,031-228-3304,37.2984819,127.0044722,2020-07-31,3740000,경기도 수원시
13907,경기도 수원시,경기도 수원시 장안구 수일로104번길 28,경기도 수원시 장안구 파장동 630,생활방범,5,200.0,360도전방면,30.0,2017-08,031-228-3304,37.308258,127.0010546,2020-07-31,3740000,경기도 수원시
13909,경기도 수원시,경기도 수원시 팔달구 수성로157번길 41-13,경기도 수원시 팔달구 화서동 683-8,생활방범,1,130.0,360도전방면,30.0,2011-08,031-228-3304,37.2876778,126.9884474,2020-07-31,3740000,경기도 수원시
13910,경기도 수원시,경기도 수원시 장안구 연무로 42-1,경기도 수원시 장안구 연무동 230-32,생활방범,1,130.0,360도전방면,30.0,2011-08,031-228-3304,37.2950646,127.0269155,2020-07-31,3740000,경기도 수원시
13911,경기도 수원시,경기도 수원시 장안구 덕영대로381번길 18,경기도 수원시 장안구 율전동 181-1,생활방범,1,200.0,360도전방면,30.0,2011-08,031-228-3304,37.3022871,126.964781,2020-07-31,3740000,경기도 수원시
13912,경기도 수원시,경기도 수원시 팔달구 팔달문로 23,경기도 수원시 팔달구 지동 402-5,생활방범,1,200.0,360도전방면,30.0,2017-01,031-228-3304,37.2777391,127.0198628,2020-07-31,3740000,경기도 수원시
24445,경기도혈액원,경기도 수원시 팔달구 아주로 9 용성빌딩 2층,경기도 수원시 팔달구 우만2동 578-1 용성빌딩 2층,생활방범,2,200.0,,30.0,2015-12,031-214-8550,37.275741,127.043703,2017-04-19,B460004,대한적십자사
28252,경기도 수원시,경기도 수원시 장안구 송정로60번길 10-23,,생활방범,1,130.0,360도전방면,30.0,2011-09,031-228-3304,37.2952923,127.0028368,2020-07-31,3740000,경기도 수원시
28722,경기도 수원시,경기도 수원시 권선구 권선로669번길 24-23,,생활방범,1,130.0,360도전방면,30.0,2011-09,031-228-3304,37.2612669,127.027784,2020-07-31,3740000,경기도 수원시
29115,경기도 수원시,경기도 수원시 영통구 봉영로1744번길 11,,생활방범,1,130.0,360도전방면,30.0,2011-09,031-228-3304,37.2652422,127.0842435,2020-07-31,3740000,경기도 수원시
29395,수원도시공사,경기도 수원시 영통구 광교호수로 278-1(하동) 수원시자원순환센터,,다목적,25,500.0,,30.0,2016-03,031-888-7935,37.289239,127.086281,2020-12-10,B553891,수원도시공사
31412,경기도 수원시,경기도 수원시 영통구 청명북로 42,,어린이보호,1,200.0,360도전방면,30.0,2010-08,031-228-3304,37.254459,127.0809969,2020-07-31,3740000,경기도 수원시
40697,경기도 수원시,경기도 수원시 영통구 매탄로 151,,어린이보호,3,200.0,360도전방면,30.0,2017-12,031-228-3304,37.2641547,127.0439736,2020-07-31,3740000,경기도 수원시
41487,수원도시공사 환승센터,경기도 수원시 권선구 세화로 136(수원역환승센터),,차량방범,15,,,,,031-8053-8517,37.2646981,126.9995302,2020-12-11,B553891,수원도시공사
41488,수원도시공사 환승센터,경기도 수원시 영통구 도청로 45 (광교환승센터),,다목적,60,,,,,031-211-6490,37.288508,127.051533,2020-12-11,B553891,수원도시공사
41489,수원도시공사 견인거주자팀,경기도 수원시 권선구 정조로 304,경기도 수원시 권선구 대황교동 253,시설물관리,16,,견인보관소내,20.0,2020-12,031-238-0560,37.237136,127.018602,2020-12-11,B553891,수원도시공사
45373,수원도시공사 환승센터,경기도 수원시 팔달구 덕영대로 지하 907-65,경기도 수원시 팔달구 매산로1가 2-56,시설물관리,20,,,,,031-207-7697,37.267819,127.001103,2020-12-11,B553891,수원도시공사
45374,수원도시공사 환승센터,경기도 수원시 권선구 세화로 136(수원역환승센터),,다목적,64,,,,,031-8053-8517,37.2653727,126.998983,2020-12-11,B553891,수원도시공사
48529,경기도 수원시,경기도 수원시 장안구 덕영대로381번길 78,경기도 수원시 장안구 율전동 167-16,생활방범,5,130.0,360도전방면,30.0,2011-01,031-228-3304,37.3022069,126.967646,2020-07-31,3740000,경기도 수원시
48530,경기도 수원시,경기도 수원시 장안구 덕영대로439번길 23,경기도 수원시 장안구 율전동 211,생활방범,5,130.0,360도전방면,30.0,2011-01,031-228-3304,37.3017574,126.9710637,2020-07-31,3740000,경기도 수원시
48531,경기도 수원시,경기도 수원시 장안구 영화로85번길 12-4,경기도 수원시 장안구 정자동 51-50,생활방범,5,130.0,360도전방면,30.0,2011-01,031-228-3304,37.2938146,127.0052503,2020-07-31,3740000,경기도 수원시
48532,경기도 수원시,경기도 수원시 장안구 장안로287번길 19-2,경기도 수원시 장안구 정자동 533-18,생활방범,5,130.0,360도전방면,30.0,2011-01,031-228-3304,37.3063741,126.9893913,2020-07-31,3740000,경기도 수원시
48533,경기도 수원시,경기도 수원시 팔달구 창룡대로150번길 60,경기도 수원시 팔달구 우만동 476,생활방범,1,130.0,360도전방면,30.0,2011-01,031-228-3304,37.2887932,127.0283118,2020-07-31,3740000,경기도 수원시
48536,경기도 수원시,경기도 수원시 장안구 정조로981번길 13,경기도 수원시 장안구 정자동 6-1,생활방범,5,130.0,360도전방면,30.0,2017-05,031-228-3304,37.2940397,127.0092314,2020-07-31,3740000,경기도 수원시
48537,경기도 수원시,경기도 수원시 권선구 당수로119번길 65-3,경기도 수원시 권선구 당수동 454,생활방범,5,200.0,360도전방면,30.0,2017-05,031-228-3304,37.2828219,126.9372092,2020-07-31,3740000,경기도 수원시
48538,경기도 수원시,경기도 수원시 권선구 구운로4번길 34,경기도 수원시 권선구 구운동 464,생활방범,5,130.0,360도전방면,30.0,2017-05,031-228-3304,37.2809272,126.9772292,2020-07-31,3740000,경기도 수원시
48539,경기도 수원시,경기도 수원시 권선구 세화로151번길 75,경기도 수원시 권선구 서둔동 30-10,생활방범,4,130.0,360도전방면,30.0,2017-05,031-228-3304,37.2637378,126.9911570229,2020-07-31,3740000,경기도 수원시
48540,경기도 수원시,경기도 수원시 권선구 덕영대로963번길 32,경기도 수원시 권선구 세류동 248-1,생활방범,5,130.0,360도전방면,30.0,2011-01,031-228-3304,37.2627112,127.0046744,2020-07-31,3740000,경기도 수원시
48541,경기도 수원시,경기도 수원시 권선구 세지로125번길 6-1,경기도 수원시 권선구 세류동 817-14,생활방범,5,130.0,360도전방면,30.0,2011-01,031-228-3304,37.2629623,127.0194198,2020-07-31,3740000,경기도 수원시
48542,경기도 수원시,경기도 수원시 권선구 삼천병마로1598번길 28-27,경기도 수원시 권선구 오목천동 314-27,생활방범,5,130.0,360도전방면,30.0,2011-01,031-228-3304,37.2459643,126.9660379,2020-07-31,3740000,경기도 수원시
48543,경기도 수원시,경기도 수원시 권선구 노림로 10-3,경기도 수원시 권선구 호매실동 405-3,생활방범,5,130.0,360도전방면,30.0,2017-02,031-228-3304,37.2668461,126.9545961,2020-07-31,3740000,경기도 수원시
48544,경기도 수원시,경기도 수원시 팔달구 매산로96번길 17,경기도 수원시 팔달구 교동 187,생활방범,2,130.0,360도전방면,30.0,2011-01,031-228-3304,37.2697929,127.0120366,2020-07-31,3740000,경기도 수원시
48545,경기도 수원시,경기도 수원시 팔달구 고화로 83,경기도 수원시 팔달구 고등동 10-4,어린이보호,5,200.0,360도전방면,30.0,2018-06,031-228-3304,37.2767401,127.0062307,2020-07-31,3740000,경기도 수원시
48546,경기도 수원시,경기도 수원시 팔달구 정조로 898,경기도 수원시 팔달구 북수동 136-1,어린이보호,4,200.0,360도전방면,30.0,2018-06,031-228-3304,37.2879574,127.0149145,2020-07-31,3740000,경기도 수원시
48547,경기도 수원시,경기도 수원시 장안구 경수대로 792,경기도 수원시 장안구 영화동 107-8,어린이보호,4,200.0,360도전방면,30.0,2017-09,031-228-3304,37.2927323,127.0188624,2020-07-31,3740000,경기도 수원시
48551,경기도 수원시,경기도 수원시 권선구 오목천로 31,경기도 수원시 권선구 오목천동 431-1,어린이보호,3,200.0,360도전방면,30.0,2010-08,031-228-3304,37.2402426,126.9657589,2020-07-31,3740000,경기도 수원시
48552,경기도 수원시,경기도 수원시 권선구 율전로 9,경기도 수원시 권선구 입북동 243-11,어린이보호,3,200.0,360도전방면,30.0,2010-08,031-228-3304,37.2951495,126.9603749,2020-07-31,3740000,경기도 수원시
48553,경기도 수원시,경기도 수원시 권선구 덕영대로1323번길 26-14,경기도 수원시 권선구 권선동 1312-3,어린이보호,1,200.0,360도전방면,30.0,2010-08,031-228-3304,37.2474613,127.0351394,2020-07-31,3740000,경기도 수원시
48554,경기도 수원시,경기도 수원시 영통구 영통로 151,경기도 수원시 영통구 망포동 399-4,어린이보호,1,200.0,360도전방면,30.0,2010-08,031-228-3304,37.2408226,127.0551633,2020-07-31,3740000,경기도 수원시
48556,경기도 수원시,경기도 수원시 영통구 효원로358번길 16,,어린이보호,1,200.0,360도전방면,30.0,2010-08,031-228-3304,37.258822,127.0398111,2020-07-31,3740000,경기도 수원시
48558,경기도 수원시,경기도 수원시 영통구 매탄로126번길 27,,어린이보호,1,200.0,360도전방면,30.0,2010-08,031-228-3304,37.2621268,127.0457199,2020-07-31,3740000,경기도 수원시
48559,경기도 수원시,경기도 수원시 영통구 매탄로 139,,어린이보호,1,200.0,360도전방면,30.0,2010-08,031-228-3304,37.2638216,127.0430828,2020-07-31,3740000,경기도 수원시
48577,경기도 수원시,경기도 수원시 팔달구 고화로13번길 17,경기도 수원시 팔달구 매산로2가 2-2,생활방범,4,200.0,360도전방면,30.0,2010-06,031-228-3304,37.2701806,127.0069181,2020-07-31,3740000,경기도 수원시
48578,경기도 수원시,경기도 수원시 팔달구 효원로60번길 30,경기도 수원시 팔달구 매산로3가 94-1,생활방범,5,200.0,360도전방면,30.0,2010-06,031-228-3304,37.2676577,127.007617,2020-07-31,3740000,경기도 수원시
48579,경기도 수원시,경기도 수원시 권선구 세지로125번길 26-2,경기도 수원시 권선구 세류동 817-115,생활방범,5,200.0,360도전방면,30.0,2018-04,031-228-3304,37.2632958,127.0184504,2020-07-31,3740000,경기도 수원시
48580,경기도 수원시,경기도 수원시 권선구 동수원로146번길 226-17,경기도 수원시 권선구 곡반정동 542-1,생활방범,3,200.0,360도전방면,30.0,2018-04,031-228-3304,37.241047,127.0313612,2020-07-31,3740000,경기도 수원시
48581,경기도 수원시,경기도 수원시 권선구 동수원로82번길 7-17,경기도 수원시 권선구 곡반정동 565-4,생활방범,4,200.0,360도전방면,30.0,2018-04,031-228-3304,37.2386059,127.0280358,2020-07-31,3740000,경기도 수원시
48582,경기도 수원시,경기도 수원시 권선구 동수원로46번길 7-10,경기도 수원시 권선구 곡반정동 585-14,생활방범,4,130.0,360도전방면,30.0,2011-01,031-228-3304,37.2355159,127.025533,2020-07-31,3740000,경기도 수원시
48583,경기도 수원시,경기도 수원시 권선구 세권로165번길 24,경기도 수원시 권선구 권선동 1055-13,생활방범,4,130.0,360도전방면,30.0,2011-01,031-228-3304,37.2569879,127.023082,2020-07-31,3740000,경기도 수원시
48584,경기도 수원시,경기도 수원시 권선구 권중로12번길 11,경기도 수원시 권선구 권선동 1161,생활방범,4,130.0,360도전방면,30.0,2017-08,031-228-3304,37.2562922,127.0322236,2020-07-31,3740000,경기도 수원시
48585,경기도 수원시,경기도 수원시 권선구 경수대로 313,경기도 수원시 권선구 세류동 1079-1,생활방범,5,130.0,360도전방면,30.0,2011-01,031-228-3304,37.2548258,127.0207256,2020-07-31,3740000,경기도 수원시
48586,경기도 수원시,경기도 수원시 영통구 매탄로65번길 17,경기도 수원시 영통구 매탄동 1166-2,생활방범,5,130.0,360도전방면,30.0,2011-01,031-228-3304,37.2568215,127.0404978,2020-07-31,3740000,경기도 수원시
48587,경기도 수원시,경기도 수원시 영통구 매영로310번길 46,경기도 수원시 영통구 영통동 964-4,생활방범,5,130.0,360도전방면,30.0,2011-01,031-228-3304,37.2523779,127.0653609,2020-07-31,3740000,경기도 수원시
48588,경기도 수원시,경기도 수원시 영통구 월드컵로193번길 83,경기도 수원시 영통구 원천동 28-18,생활방범,4,130.0,360도전방면,30.0,2011-01,031-228-3304,37.2753181,127.0449493,2020-07-31,3740000,경기도 수원시
48589,경기도 수원시,경기도 수원시 장안구 경수대로973번길 24,경기도 수원시 장안구 송죽동 453-31,생활방범,5,130.0,360도전방면,30.0,2011-01,031-228-3304,37.3034015,127.0038068,2020-07-31,3740000,경기도 수원시
48590,경기도 수원시,경기도 수원시 장안구 영화로13번길 14,경기도 수원시 장안구 영화동 428-14,생활방범,5,130.0,360도전방면,30.0,2011-01,031-228-3304,37.2881970124,127.0091971,2020-07-31,3740000,경기도 수원시
48622,경기도 수원시,경기도 수원시 권선구 일월천로4번길 54,경기도 수원시 권선구 구운동 918-10,생활방범,4,200.0,360도전방면,30.0,2010-06,031-228-3304,37.2823774,126.9751426,2020-07-31,3740000,경기도 수원시
48653,경기도 수원시,경기도 수원시 권선구 매송고색로711번길 33,경기도 수원시 권선구 고색동 888-142,생활방범,5,200.0,360도전방면,30.0,2018-04,031-228-3304,37.2524374,126.9810374,2020-07-31,3740000,경기도 수원시
48655,경기도 수원시,경기도 수원시 권선구 수인로296번길 48,경기도 수원시 권선구 구운동 897-14,생활방범,4,200.0,360도전방면,30.0,2018-04,031-228-3304,37.2848184,126.9721421,2020-07-31,3740000,경기도 수원시
